audio,raw_asr,reference,cleaned_asr,cleaned_ref,tagged_asr
269907_41.wav," अग, मैंने यी वास आय कियाता. और दू",मैंने एक बार ट्राई किया आ था रेडियो,अग मन य वस आय कयत और द,मन 1 बर टरई कय आ थ रडय,अग मन य वस आय कयत और द
269907_42.wav, अगरानी कि से लोँ मैं जूब तही ना,रेडियो हाँ हां रेडियो पे वो होता था ना तो रेडियो पर ट्राइ किया था।तो बजा था एक्चुअली उस टाइम में जब मैं जाती थी जॉब करती थी ना,अगरन क स ल म जब तह न,रडय ह रडय प व हत थ न त रडय पर टरइ कय थत बज थ एकचअल उस टइम म जब म जत थ जब करत थ न,अगरन क स ल म जब तह न
269907_43.wav," वहापे रेडियो की मतलब ये सुंक भजाते है अर्चे. आरट जे, उसमन तो लोग और एके than se my life was recognized by them",तो वहाँ पे वो रेडियो के जो मतलब ये रहते हैं ना जो सॉन्ग बगेरा वगैरह बजाते हैं आर जे आर जे हां हां तो वो आते थें तो उनसे मेरी जान पहचान हो गई थी।,वहप रडय क मतलब य सक भजत ह अरच आरट ज उसमन त लग और 1 than se my life was recognized by them,त वह प व रडय क ज मतलब य रहत ह न ज सनग बगर वगरह बजत ह आर ज आर ज ह त व आत थ त उनस मर जन पहचन ह गई थ,वहप रडय क मतलब य सक भजत ह अरच आरट ज उसमन त लग और 1 [EN]than[/EN] [EN]se[/EN] [EN]my[/EN] [EN]life[/EN] [EN]was[/EN] [EN]recognized[/EN] [EN]by[/EN] [EN]them[/EN]
269907_44.wav," अपने कारती है, मुसिक बजान्यें के लिए","हां तो उसी टाइम मतलब यह था उन्होंने मेरे मेरे कहने पर मैं बस व्हाट्सऐप करके कहा था,की ये म्यूजिक बजाने के लिए ।",अपन करत ह मसक बजनय क लए,ह त उस टइम मतलब यह थ उनहन मर कहन पर म बस वहटसऐप करक कह थक य मयजक बजन क लए,अपन करत ह मसक बजनय क लए
269907_45.wav," अगर में कोना है, तुम्या थी.",और फिर एक म्यूजिक उन्होंने खुद ही बजा दिया था है यह था हां ये था हो गया यह भी लेकिन हां कभी टीवी में नहीं ट्राई किया है मैंने,अगर म कन ह तमय थ,और फर 1 मयजक उनहन खद ह बज दय थ ह यह थ ह य थ ह गय यह भ लकन ह कभ टव म नह टरई कय ह मन,अगर म कन ह तमय थ
269907_46.wav," अग, मुसिक से क्या हैं यान की मैरे मोझिख सह जोली हूँ तीक हें सीचना और सारा कॉछ रहा. थो इस लित फोरटा सम गयी",हाँ कॉन्सर्ट में गयी हूँ ना मैं म्यूजिक से एक्चुअली क्या है ना कि मै भी म्यूजिक से जुड़ी हुई हूँ ठीक है अं सीखना और सारा कुछ रहा तो इसलिए थोड़ा सा गयी,अग मसक स कय ह यन क मर मझख सह जल ह तक ह सचन और सर कछ रह थ इस लत फरट सम गय,ह कनसरट म गय ह न म मयजक स एकचअल कय ह न क म भ मयजक स जड़ हई ह ठक ह अ सखन और सर कछ रह त इसलए थड़ स गय,अग मसक स कय ह यन क मर मझख सह जल ह तक ह सचन और सर कछ रह थ इस लत फरट सम गय
269907_47.wav," अच्या गुरो रिंदावा के खनसत मैं ज़हे है, मूझे सी आप छोडफा हे, एक और उल लिए नधामा में कष्र। यांकभीना, क बीटो, if it will happen then definitely.",अच्छा गुरु रंधावा के कॉंसर्ट में गए थे मुझे हाँ थोड़ा सा है कि गुरु रंधावा के कॉंसर्ट में जरूर जाऊं कभी न कभी तो अगर यही होगा तो जरूर ही जाऊँगी,अचय गर रदव क खनसत म जह ह मझ स आप छडफ ह 1 और उल लए नधम म कषर यकभन क बट if it will happen then definitely,अचछ गर रधव क कसरट म गए थ मझ ह थड स ह क गर रधव क कसरट म जरर जऊ कभ न कभ त अगर यह हग त जरर ह जऊग,अचय गर रदव क खनसत म जह ह मझ स आप छडफ ह 1 और उल लए नधम म कषर यकभन क बट [EN]if[/EN] [EN]it[/EN] [EN]will[/EN] [EN]happen[/EN] [EN]then[/EN] [EN]definitely[/EN]
269907_48.wav," अगरु रन्वा के हैं, मूही बोत पसनजा उनके वमि. और लोई भी स्तोरी हृएं नहां की काहसे कैसے याशे",गुरू रंधावा के हां मुझे बहुत पसंद हैं उनके गाने उनका स्टोरी भी बहुत पसंद हां स्टोरी भी उनका बहुत पसंद है कि कहां से कैसे अं उनकी जो ।,अगर रनव क ह मह बत पसनज उनक वम और लई भ सतर हए नह क कहस कसے यश,गर रधव क ह मझ बहत पसद ह उनक गन उनक सटर भ बहत पसद ह सटर भ उनक बहत पसद ह क कह स कस अ उनक ज,अगर रनव क ह मह बत पसनज उनक वम और लई भ सतर हए नह क कहस कसے यश
269907_49.wav," अपना करते है, उसके बाल सेंगा भी खियम्च मुछता हा,",हां मना कर देती हु उसके बाद से इनका भी किस्मत चमकता है ये भी बहुत अच्छा म्यूजिक में अपना गाना यह करते है सूट करते हैं फिर वो कौन सा था उनका यह वाला है,अपन करत ह उसक बल सग भ खयमच मछत ह,ह मन कर दत ह उसक बद स इनक भ कसमत चमकत ह य भ बहत अचछ मयजक म अपन गन यह करत ह सट करत ह फर व कन स थ उनक यह वल ह,अपन करत ह उसक बल सग भ खयमच मछत ह
269907_5.wav," अगाना हेट करतात। मैंले मोवी कहस्य भिरे लो॥ पतनेमाईनो दो सक्छी निक यह ज़ास डो, बध ठाम खिल आश्त.","हां गाना हिट कर गया था, भले मूवी कैसी भी रही हो पता नहीं मैंने तो देखी नहीं कभी आज तक बट हां ये है।",अगन हट करतत मल मव कहसय भर ल पतनमईन द सकछ नक यह जस ड बध ठम खल आशत,ह गन हट कर गय थ भल मव कस भ रह ह पत नह मन त दख नह कभ आज तक बट ह य ह,अगन हट करतत मल मव कहसय भर ल पतनमईन द सकछ नक यह जस ड बध ठम खल आशत
269907_50.wav, I love a song.,पहला सॉन्ग याद था,i love a song,पहल सनग यद थ,[EN]i[/EN] [EN]love[/EN] [EN]a[/EN] [EN]song[/EN]
269907_51.wav, अगरा कोंके आन्यी नहीं है।,"नहीं नहीं नहीं कोई और सॉन्ग था। याद नहीं आ रहा, वही फिर फेमस हो जाता है।",अगर कक आनय नह ह,नह कई और सनग थ यद नह आ रह वह फर फमस ह जत ह,अगर कक आनय नह ह
269907_52.wav, अपने लिक्तारी कोंगा,नहीं बिल्कुल भी नहीं उस टाइम चलते थे। अभी तो मतलब सब अलग अलग तरह के यह है ज्यादा रैप वगैरह ही मतलब पसंद कर रहे हैं।,अपन लकतर कग,नह बलकल भ नह उस टइम चलत थ अभ त मतलब सब अलग तरह क यह ह जयद रप वगरह ह मतलब पसद कर रह ह,अपन लकतर कग
269907_53.wav," अगर क्या है किसंदीता गनोके पीच्छे के मतलब कु समजना? आँ, तूश्ही उसको थो संमस जाते हें. कोई भी कानः हों, then की सवट्रीं लए और याखा",और फिर क्या है पसंदीदा गानों के पीछे के मतलब को समझना हां तो उस चीज को तो समझ ही जाते हैं कोई भी गाना है तो उसका मतलब तो समझ में आता ही है हिंदी गाना तो खास,अगर कय ह कसदत गनक पचछ क मतलब क समजन आ तशह उसक थ समस जत ह कई भ कन ह then क सवटर लए और यख,और फर कय ह पसदद गन क पछ क मतलब क समझन ह त उस चज क त समझ ह जत ह कई भ गन ह त उसक मतलब त समझ म आत ह हद गन त खस,अगर कय ह कसदत गनक पचछ क मतलब क समजन आ तशह उसक थ समस जत ह कई भ कन ह [EN]then[/EN] क सवटर लए और यख
269907_54.wav, Okay.,ओके।,ओक,ओक,ओक
269907_55.wav," और रहावात दुसकि बाये, पोरने हैं तो फूराना थो मृनी हें. भौर्डाम टॉलता की जब खाहतीनि, सो, मनका, कहनहीं ही मेगा.",हां और रहा बात है उसके बाद पुराने और नए पुराना तो पुराना ही है पुराना तो लता जी जब गाती नहीं तो उनका कहना ही नहीं था,और रहवत दसक बय परन ह त फरन थ मन ह भरडम टलत क जब खहतन स मनक कहनह ह मग,ह और रह बत ह उसक बद परन और नए परन त परन ह परन त लत ज जब गत नह त उनक कहन ह नह थ,और रहवत दसक बय परन ह त फरन थ मन ह भरडम टलत क जब खहतन स मनक कहनह ह मग
269907_56.wav," तो दूना में बहुत्यजम्मिन आस्रमान की परक है, ओल गोली सीट रहता हो का जातने औल्लिस खोड.",दोनों में बहुत जमीन आसमान का फर्क है ओल्ड ओल्ड ही रहता है वो कहा जाता है ना ओल्ड इज गोल्ड,त दन म बहतयजममन आसरमन क परक ह ओल गल सट रहत ह क जतन औललस खड,दन म बहत जमन आसमन क फरक ह ओलड ह रहत ह व कह जत ह न ओलड इज गलड,त दन म बहतयजममन आसरमन क परक ह ओल गल सट रहत ह क जतन औललस खड
269907_57.wav, you,REDACTED,you,redacted,[EN]you[/EN]
269907_58.wav," अजके जन्रियाशंकी तो है नहुत को पूराने कालनी में थासा दाते हम और फृारनि चनर्यषं के,",वहीं चीज़ है की पुराने और नए गाने में दोनो मे आज क जमाने में हर किसी को अच्छा मतलब बहुत आज के जेनरेशन के जो है न उनको पुराने गाने नहीं पसंद आते है और पुराने जेनरेशन के जो है आज के,अजक जनरयशक त ह नहत क परन कलन म थस दत हम और फरन चनरयष क,वह चज ह क परन और नए गन म दन म आज क जमन म हर कस क अचछ मतलब बहत आज क जनरशन क ज ह न उनक परन गन नह पसद आत ह और परन जनरशन क ज ह आज क,अजक जनरयशक त ह नहत क परन कलन म थस दत हम और फरन चनरयष क
269907_59.wav," अब मुर्तानी के नहीं तो जिलका है, यह समया था.",के जमाने के मतलब नए नए गाने नहीं पसंद आते हैं और जो एवर ग्रीन है ना वो हर किसी वो पसंद आता है।,अब मरतन क नह त जलक ह यह समय थ,क जमन क मतलब नए गन नह पसद आत ह और ज एवर गरन ह न व हर कस व पसद आत ह,अब मरतन क नह त जलक ह यह समय थ
269907_6.wav, you,REDACTED,you,redacted,[EN]you[/EN]
269907_60.wav, Have a green sun.,हाँ एवरग्रीन सॉन्ग अच्छा है भी,have a green sun,ह एवरगरन सनग अचछ ह भ,[EN]have[/EN] [EN]a[/EN] [EN]green[/EN] [EN]sun[/EN]
269907_61.wav, यहाँ तरेन मैं चलेगा,कि हर ट्रेन में चलेगा,यह तरन म चलग,क हर टरन म चलग,यह तरन म चलग
269907_62.wav, Yeah.,ना.ना।,,नन,[EN]nan[/EN]
269907_63.wav, Thank you.,हां हां हां हां हां बिल्कुल बिल्कुल,थक य,ह बलकल,थक य
269907_64.wav," अगर सो तु कंजाभी रहते है, मकन्मकों बोछी. आप चयसे लिए फिंत्टी सॉng मेंनेण छलेका, पं्या वी मैं, कि नूंकर डंگवेji �alag ho rata hai, ॐ दृ",हाँ हाँ थोड़ा सा तो पंजाबी रहता है उनका आप जैसे हिंदी सॉन्ग में नई न चलेगा पंजाबी में बहोत ये की उन लोक का लैंग्वेज ही अलग हो जाता है तो उतना समझ ले हम लोग बस के बात नहीं है,अगर स त कजभ रहत ह मकनमक बछ आप चयस लए फतट सng मनण छलक पय व म क नकर डگवji alag ho rata hai ॐ द,ह थड स त पजब रहत ह उनक आप जस हद सनग म नई न चलग पजब म बहत य क उन लक क लगवज ह अलग ह जत ह त उतन समझ ल हम लग बस क बत नह ह,अगर स त कजभ रहत ह मकनमक बछ आप चयस लए फतट सng मनण छलक पय व म क नकर डگवji [EN]alag[/EN] [EN]ho[/EN] [EN]rata[/EN] [EN]hai[/EN] ॐ द
269907_65.wav," अवो स्तन तु आया ही था और सकं दो खानिसें क्चाय एही का, starti ngal.",हां वो उस टाइम तो आय आया ही था उस टाइम तो हानी सिंह छाया ही था स्टार्टिंग में,अव सतन त आय ह थ और सक द खनस कचय एह क starti ngal,ह व उस टइम त आय ह थ उस टइम त हन सह छय ह थ सटरटग म,अव सतन त आय ह थ और सक द खनस कचय एह क [EN]starti[/EN] [EN]ngal[/EN]
269907_66.wav, I'm sorry.,ह्म्म ह्म्म ह्म्म हु हु,im sorry,हमम ह,[EN]im[/EN] [EN]sorry[/EN]
269907_67.wav," अग, आप यार. मुस्किल से वो भी मतलफने,",हां हां शायद बहुत मुश्किल से वो भी मतलब अपने लाइफ में स्ट्रगल करके आये हैं,अग आप यर मसकल स व भ मतलफन,ह शयद बहत मशकल स व भ मतलब अपन लइफ म सटरगल करक आय ह,अग आप यर मसकल स व भ मतलफन
269907_68.wav, you,ह्म्म्म,you,हममम,[EN]you[/EN]
269907_69.wav, Hmm.,ह्म्म हां,,हमम ह,[EN]nan[/EN]
269907_7.wav," अगराना से मैं की जोड़ात हूँ आम्या तो लिसा है, में रहे खायक एक हाई टेने",इमरान हाशमी का ज्यादातर गाना तो हिमेश रेशमिया ही गाया करते थे ना,अगरन स म क जडत ह आमय त लस ह म रह खयक 1 हई टन,इमरन हशम क जयदतर गन त हमश रशमय ह गय करत थ न,अगरन स म क जडत ह आमय त लस ह म रह खयक 1 हई टन
269907_70.wav, Bye.,हूं,bye,ह,[EN]bye[/EN]
269907_71.wav," अदियार्त सेंक तो आपी मुझलब हैं यहून्टा लिकिन गाना के जासी थैभ कर रहता हो, वोचल खेड उमेरे, like Kishore Kumar.",हा अजीत सिंह तो अभी भी मतलब है ही उनका लेकिन गाना भी तो उसी टाइप का रहता है कि मतलब वो चल गया ट्रेन में एकदम जैसे किशोर कुमार किशोर कुमार शुरू से ही चले सब,अदयरत सक त आप मझलब ह यहनट लकन गन क जस थभ कर रहत ह वचल खड उमर like kishore kumar,ह अजत सह त अभ भ मतलब ह उनक लकन गन भ त उस टइप क रहत ह क मतलब व चल गय टरन म एकदम जस कशर कमर कशर कमर शर स ह चल सब,अदयरत सक त आप मझलब ह यहनट लकन गन क जस थभ कर रहत ह वचल खड उमर [EN]like[/EN] [EN]kishore[/EN] [EN]kumar[/EN]
269907_72.wav, 뭐가 아기니깐 잘다,"उन लोग का , अभी भी तक चलता है।",뭐가 아기니깐 잘다,उन लग क अभ भ तक चलत ह,뭐가 아기니깐 잘다
269907_73.wav," Ah, del pulgelo.",हाँ बिल्कुल बिल्कुल,del pulgelo,ह बलकल,[EN]del[/EN] [EN]pulgelo[/EN]
269907_74.wav, Thank you.,हां,थक य,ह,थक य
269907_75.wav, Thank you.,ठीक है जी मुझे भी वहाँ पे थैंक्यू,थक य,ठक ह ज मझ भ वह प थकय,थक य
269907_8.wav," अगा मतलवाप को पसन्ता, कुये सांक बहॉटै","हां उनका मतलब आपको पसंद हो, कोई ऐसा सॉन्ग बताइए",अग मतलवप क पसनत कय सक बहट,ह उनक मतलब आपक पसद ह कई ऐस सनग बतइए,अग मतलवप क पसनत कय सक बहट
269907_9.wav, Mm-hmm.,उहू,mm-hmm,उह,mm-hmm
270037_0.wav, अजकल की जन्रेशियं को नहीं समझ मैं आते है।,हूं हूं नहीं नहीं यार किसी को तो नहीं होते आज कल कि जनरेशन को नहीं समझ में आते.,अजकल क जनरशय क नह समझ म आत ह,ह नह यर कस क त नह हत आज कल क जनरशन क नह समझ म आत,अजकल क जनरशय क नह समझ म आत ह
270037_1.wav, अगरा बैप तो मुहत चलने हैं आजकर,हां ऐप तो बहुत चल रही है आजकल,अगर बप त महत चलन ह आजकर,ह ऐप त बहत चल रह ह आजकल,अगर बप त महत चलन ह आजकर
270037_10.wav, अना ही ने यह क्यखिल आवा,नहीं नहीं ये केके ने गाया हुआ है,अन ह न यह कयखल आव,नह य कक न गय हआ ह,अन ह न यह कयखल आव
270037_11.wav, अगरा केकी हुंका नाम उनको फल्पहूंत लिए बडा म।,नहीं नहीं किशोर कुमार नहीं केके ही उनका नाम है उनका फुल फॉर्म तो नहीं पता मुझे लेकिन बहुत फेमस थे वो भी उस टाइम पे इमरान हाँ,अगर कक हक नम उनक फलपहत लए बड म,नह कशर कमर नह कक ह उनक नम ह उनक फल फरम त नह पत मझ लकन बहत फमस थ व भ उस टइम प इमरन ह,अगर कक हक नम उनक फलपहत लए बड म
270037_12.wav, I'm gonna throw up.,गाने सुनते हैं आप,im gonna throw up,गन सनत ह आप,[EN]im[/EN] [EN]gonna[/EN] [EN]throw[/EN] [EN]up[/EN]
270037_13.wav, तो आप थरे old song संक समत हूंगे,"हाँ, आप थोड़े ओल्ड सॉन्ग सॉन्ग सुनते होंगे",त आप थर old song सक समत हग,ह आप थड ओलड सनग सनत हग,त आप थर [EN]old[/EN] [EN]song[/EN] सक समत हग
270037_14.wav," Ah, tchau.",हा हा अच्छा अरिजीत सिंग,tchau,ह अचछ अरजत सग,[EN]tchau[/EN]
270037_15.wav, Oh.,हां अह,oh,ह अह,[EN]oh[/EN]
270037_16.wav, Ciao.,अच्छा।,ciao,अचछ,[EN]ciao[/EN]
270037_17.wav, तो सब कुर्चा लकता है,"हम्म, हार जीत का तो सबको अच्छा लगता है",त सब करच लकत ह,हमम हर जत क त सबक अचछ लगत ह,त सब करच लकत ह
270037_18.wav, पहले आदीतिक बार अंट्यन इडल मैं यह तो लग कु निखाल थी हा जा.,पहले अरिजीत एक बार इंडियन आइडल में आये थे लेकिन उनको निकाल दिया गया था हां,पहल आदतक बर अटयन इडल म यह त लग क नखल थ ह ज,पहल अरजत 1 बर इडयन आइडल म आय थ लकन उनक नकल दय गय थ ह,पहल आदतक बर अटयन इडल म यह त लग क नखल थ ह ज
270037_19.wav, 아 뭐..,हाँ हाँ वो हां,아 뭐,ह व ह,아 뭐
270037_2.wav," अगरानी के जाहता है, मुल्टियों सकते हो था.",मुझे तो केके के गाने बहुत पसंद है एक टाइम जो हा इमरान हाशमी के जितने भी गाने हुआ करते थे मूवीज अच्छी नहीं होती थी लेकिन गाने बहोत अच्छे हुआ करते थे हां,अगरन क जहत ह मलटय सकत ह थ,मझ त कक क गन बहत पसद ह 1 टइम ज ह इमरन हशम क जतन भ गन हआ करत थ मवज अचछ नह हत थ लकन गन बहत अचछ हआ करत थ ह,अगरन क जहत ह मलटय सकत ह थ
270037_20.wav," अग, बूल दोना सरह तो और मान में लिक कै.",हा हा बहुत अच्छे अच्छे गाने गाए हैं अच्छा बोल दो ना जरा तो अरमान मलिक का है हा हा,अग बल दन सरह त और मन म लक क,ह बहत अचछ गन गए ह अचछ बल द न जर त अरमन मलक क ह,अग बल दन सरह त और मन म लक क
270037_21.wav," अग, ये तो है.",हां . यह तो है।,अग य त ह,ह यह त ह,अग य त ह
270037_22.wav," और जोड्या है, चुतिवली संकर कोनसे बतार हहें?",और जो आप चोटू चोटी वाले सिंगर कौन से बता रहे हैं।,और जडय ह चतवल सकर कनस बतर हह,और ज आप चट वल सगर कन स बत रह ह,और जडय ह चतवल सकर कनस बतर हह
270037_23.wav, Thank you for watching.,अच्छा,थक य for watching,अचछ,थक य [EN]for[/EN] [EN]watching[/EN]
270037_24.wav," Jis daug fėmas sokt bataeji, nuo mūsų.",एक दो फेमस सॉन्ग बताईए ना वहां का।,jis daug fėmas sओकt bataeji nuo mūsų,1 द फमस सनग बतईए न वह क,[EN]jis[/EN] [EN]daug[/EN] fėmas sओकt [EN]bataeji[/EN] [EN]nuo[/EN] mūsų
270037_25.wav, Okay.,ओके,ओक,ओक,ओक
270037_26.wav, जुबिन्रोतील के अप आद.,अच्छा जुबिन नौटियाल की बात कर रहे हैं आप हां जुबिन नौटियाल जी ये भी बहुत अच्छे सिंगर है जुबिन नौटियाल,जबनरतल क अप आद,अचछ जबन नटयल क बत कर रह ह आप ह जबन नटयल ज य भ बहत अचछ सगर ह जबन नटयल,जबनरतल क अप आद
270037_27.wav, Hmm.,आ,,आ,[EN]nan[/EN]
270037_28.wav," अपहले यो।म्कार मैं आया लिए थी और सकता है, उसकेबाद फेर वोगीस मेंटीन को रेनालड़े",हां पहले ये युट्यूब वगैरह में आए थे और फिर उसके बाद फिर मूवीज में भी इनको लेने लगे,अपहल यमकर म आय लए थ और सकत ह उसकबद फर वगस मटन क रनलड,ह पहल य यटयब वगरह म आए थ और फर उसक बद फर मवज म भ इनक लन लग,अपहल यमकर म आय लए थ और सकत ह उसकबद फर वगस मटन क रनलड
270037_29.wav," ज़से हो गरा कि आँनी स्म। बहुत नहीं, दो मैं यह भी वियूटॉ पकेर शोए फेमा सोये खृई और मोइस में हानेलगे.",हां जैसे वो जो आजकल के हनी सिंह वगैरह है तो ये भी तो यूट्यूब वगैरह से ही पहले फेमस हुए फिर मूवीज में आने लगे,जस ह गर क आन सम बहत नह द म यह भ वयट पकर शए फम सय खई और मइस म हनलग,ह जस व ज आजकल क हन सह वगरह ह त य भ त यटयब वगरह स ह पहल फमस हए फर मवज म आन लग,जस ह गर क आन सम बहत नह द म यह भ वयट पकर शए फम सय खई और मइस म हनलग
270037_3.wav, अँे विर्तानी कोंगा सकूल,हां हमेशा ऐड करते थे,अ वरतन कग सकल,ह हमश ऐड करत थ,अ वरतन कग सकल
270037_30.wav," अग, आपी फिर से कम्बैक हो गयानीसंका पहले था","नहीं अभी फिर से कम बैक हो गया है हनी सिंह का पहले था, हूँ हूँ।",अग आप फर स कमबक ह गयनसक पहल थ,नह अभ फर स कम बक ह गय ह हन सह क पहल थ ह,अग आप फर स कमबक ह गयनसक पहल थ
270037_31.wav, आपारे तो जहन सी नकल्या हूनिसं के साने मैं वसतेत है,हां पहेले तो जहां से निकाल जाओ हनी सिंह के गाने बजाते थे,आपर त जहन स नकलय हनस क सन म वसतत ह,ह पहल त जह स नकल जओ हन सह क गन बजत थ,आपर त जहन स नकलय हनस क सन म वसतत ह
270037_32.wav, Oh,हां,oh,ह,[EN]oh[/EN]
270037_33.wav, Enjoy.,जो,enjoy,ज,[EN]enjoy[/EN]
270037_34.wav, Ah ha! Cholta.,"हाँ, चलता है हम्म हम्म",ha cholta,ह चलत ह हमम,[EN]ha[/EN] [EN]cholta[/EN]
270037_35.wav," अग, नहीं कभी आसा किया तुने है",हां नहीं कभी ऐसा किया तो नहीं है,अग नह कभ आस कय तन ह,ह नह कभ ऐस कय त नह ह,अग नह कभ आस कय तन ह
270037_36.wav, तो फिर्बा जायत हैं अपका काना,"अच्छा, तो फिर बजाया था आपका गाना ह्म्म",त फरब जयत ह अपक कन,अचछ त फर बजय थ आपक गन हमम,त फरब जयत ह अपक कन
270037_37.wav, Bye.,हां,bye,ह,[EN]bye[/EN]
270037_38.wav," Yeah, radio. Radio RJ, Radio Jockey",हां रेडियो रेडियो आज रेडियो जॉकी हम्म।,radio rj radio jockey,ह रडय आज रडय जक हमम,[EN]radio[/EN] [EN]rj[/EN] [EN]radio[/EN] [EN]jockey[/EN]
270037_39.wav, chill.,अच्छा,chill,अचछ,[EN]chill[/EN]
270037_4.wav, you,REDACTED,you,redacted,[EN]you[/EN]
270037_40.wav, on.,नाम,on,नम,[EN]on[/EN]
270037_41.wav, che gli ha civato.,चलिए अच्छी बात है,che gli ha civato,चलए अचछ बत ह,[EN]che[/EN] [EN]gli[/EN] [EN]ha[/EN] [EN]civato[/EN]
270037_42.wav, अगरा आप कोई कुन स्यत वह गेर हैं,हा। और आप कोई कंसर्ट वगैरहा में गई है ।,अगर आप कई कन सयत वह गर ह,ह और आप कई कसरट वगरह म गई ह,अगर आप कई कन सयत वह गर ह
270037_43.wav, Bye.,हां हां,bye,ह,[EN]bye[/EN]
270037_44.wav," बवार की आता, गुरोर अन्दाऊके कंसर्यट मैं",मैं भी एक बार गया था गुरु रंधावा के कंसल्ट में,बवर क आत गरर अनदऊक कसरयट म,म भ 1 बर गय थ गर रधव क कसलट म,बवर क आत गरर अनदऊक कसरयट म
270037_45.wav, Ha,हाअ,ha,हअ,[EN]ha[/EN]
270037_46.wav, अगर लाने भी बहुत आच्यट चिल रहते हैं,हा उनके के गाने भी बहुत अच्छेअच्छे रहते हैं हां हां ।,अगर लन भ बहत आचयट चल रहत ह,ह उनक क गन भ बहत अचछअचछ रहत ह,अगर लन भ बहत आचयट चल रहत ह
270037_47.wav, अगर काना सुत सोट करता,उनका एक गाना है सूट सूट करता हम्म,अगर कन सत सट करत,उनक 1 गन ह सट करत हमम,अगर कन सत सट करत
270037_48.wav, अज्रानी के हुंने,हां स्ट्रगल किया हमने,अजरन क हन,ह सटरगल कय हमन,अजरन क हन
270037_49.wav, you,हम्म हम्म,you,हमम,[EN]you[/EN]
270037_5.wav," अगर सात जब उसन्का भी तैंम था, दोपि वले कहे नाम हुँ आम का.",और उनके साथ जब अह अह उस उनका भी टाइम था ना एक यू पी वाले एक थे क्या नाम है उनका अह,अगर सत जब उसनक भ तम थ दप वल कह नम ह आम क,और उनक सथ जब अह उस उनक भ टइम थ न 1 य प वल 1 थ कय नम ह उनक अह,अगर सत जब उसनक भ तम थ दप वल कह नम ह आम क
270037_50.wav, you,हां हां हां,you,ह,[EN]you[/EN]
270037_51.wav," तानू सुट, सोत कर्दा.",तेनु सूट सूट करता,तन सट सत करद,तन सट करत,तन सट सत करद
270037_52.wav," अंके बिः पहले, आभी लेकन उनक्य विसोम मैं चलता है",हम्म उनके भी पहले पे अभी भी उनके भी सॉन्ग नहीं चल रहे है,अक ब पहल आभ लकन उनकय वसम म चलत ह,हमम उनक भ पहल प अभ भ उनक भ सनग नह चल रह ह,अक ब पहल आभ लकन उनकय वसम म चलत ह
270037_53.wav, MMMM,हां,mmmm,ह,[EN]mmmm[/EN]
270037_54.wav, Aww.,हां हां,aww,ह,[EN]aww[/EN]
270037_55.wav, तो हर्ड सिंगर का एक टायम होता,ये है की हर सिंगर का एक टाइम होता है।,त हरड सगर क 1 टयम हत,य ह क हर सगर क 1 टइम हत ह,त हरड सगर क 1 टयम हत
270037_56.wav," अग, वो मैंतिक सुम कर तो भी समझने हाते यह.",हां हां रोमेंटिक सॉन्ग का तो मतलब समझ में आता ही है,अग व मतक सम कर त भ समझन हत यह,ह रमटक सनग क त मतलब समझ म आत ह,अग व मतक सम कर त भ समझन हत यह
270037_57.wav, Nyaa,हा,nyaa,ह,[EN]nyaa[/EN]
270037_58.wav, अगर लेवल की आस्पास कोई निए बहुं सकता,उह हां उनके तो आस पास भी कोई नहीं पहुंच सकता उनका लेवल के आस पास कोई नहीं पहुंच सकता,अगर लवल क आसपस कई नए बह सकत,उह ह उनक त आस पस भ कई नह पहच सकत उनक लवल क आस पस कई नह पहच सकत,अगर लवल क आसपस कई नए बह सकत
270037_59.wav," Ah, cool.",हा हमको,cool,ह हमक,[EN]cool[/EN]
270037_6.wav,我還沒吃什麼呀,हां हिमेश रेश्मिया,我還沒吃什麼呀,ह हमश रशमय,我還沒吃什麼呀
270037_60.wav, Bye.,हम्म,bye,हमम,[EN]bye[/EN]
270037_61.wav,ああ、これ,हां ये तो है,ああこれ,ह य त ह,ああこれ
270037_62.wav," अगर मुजे तो इतना एक स्यंस नहीं है, लटादी के कानेका. योंकि मैं भी ख़िलन कहांई आच की, today's generation को हूँ.","हा जैसे अब मुझे तो इतना एक्सपीरियंस नहीं है लता जी के गाने का , क्योंकि मे भी कही ना कही आज की जनरेशन का हु। लेकिन मुझे मुझे ये रैप वगैरह इतने पसंद नही आते ।",अगर मज त इतन 1 सयस नह ह लटद क कनक यक म भ खलन कहई आच क todays generation क ह,ह जस अब मझ त इतन एकसपरयस नह ह लत ज क गन क कयक म भ कह न कह आज क जनरशन क ह लकन मझ य रप वगरह इतन पसद नह आत,अगर मज त इतन 1 सयस नह ह लटद क कनक यक म भ खलन कहई आच क [EN]todays[/EN] [EN]generation[/EN] क ह
270037_63.wav," अदलाब हनी सिंकतर थेख है, लेकिन जो आभी नहने औस या गया। उप्र में रहा हम चाहते हो",मतलब हनी सिंह का ठीक है लेकिन जो अभी जो नए नए आ गए है वो तो बिल्कुल ही समझ नहीं आते,अदलब हन सकतर थख ह लकन ज आभ नहन औस य गय उपर म रह हम चहत ह,मतलब हन सह क ठक ह लकन ज अभ ज नए आ गए ह व त बलकल ह समझ नह आत,अदलब हन सकतर थख ह लकन ज आभ नहन औस य गय उपर म रह हम चहत ह
